c1.diseaseId	c1.name	c2.type	c2.diseaseClassName	c0.Ngenes	c0.diseaseId2	c0.source
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Eye Diseases	79	C0035334	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	79	C0043094	ALL
C0030567	Parkinson Disease	disease	null	79	C0375023	ALL
C0030567	Parkinson Disease	group	Virus Diseases	78	C0010823	ALL
C0030567	Parkinson Disease	disease	Skin and Connective Tissue Diseases	78	C0024138	ALL
C0030567	Parkinson Disease	group	Endocrine System Diseases ; Neoplasms ; Nervous System Diseases	78	C0032019	ALL
C0030567	Parkinson Disease	phenotype	null	78	C0521158	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases ; Neoplasms	77	C0027708	ALL
C0030567	Parkinson Disease	group	Nervous System Diseases	77	C0031117	ALL
C0030567	Parkinson Disease	disease	Respiratory Tract Diseases	77	C0034067	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases	77	C0036202	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	77	C1270972	ALL
C0030567	Parkinson Disease	group	Bacterial Infections and Mycoses	77	C0004623	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Nutritional and Metabolic Diseases	77	C0007570	ALL
C0030567	Parkinson Disease	disease	Skin and Connective Tissue Diseases	76	C0013595	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	76	C0017601	ALL
C0030567	Parkinson Disease	disease	null	76	C1762616	ALL
C0030567	Parkinson Disease	disease	null	76	C1847835	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	76	C1961099	ALL
C0030567	Parkinson Disease	group	Nervous System Diseases	76	C0949664	ALL
C0030567	Parkinson Disease	disease	null	76	C1290375	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Neoplasms ; Nervous System Diseases	76	C0041341	ALL
C0030567	Parkinson Disease	disease	null	76	C0085580	ALL
C0030567	Parkinson Disease	phenotype	Musculoskeletal Diseases ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	75	C0026838	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	75	C0085084	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	75	C0086543	ALL
C0030567	Parkinson Disease	disease	null	75	C0235946	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases	74	C0162429	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Skin and Connective Tissue Diseases	74	C0024131	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	74	C0026827	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	74	C0040822	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Skin and Connective Tissue Diseases	74	C0007114	ALL
C0030567	Parkinson Disease	group	Female Urogenital Diseases and Pregnancy Complications ; Neoplasms	74	C0014170	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Virus Diseases	74	C0524909	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	73	C0003504	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Hemic and Lymphatic Diseases ; Nutritional and Metabolic Diseases	73	C0015625	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases	73	C0020443	ALL
C0030567	Parkinson Disease	disease	null	73	C2745900	ALL
C0030567	Parkinson Disease	disease	Respiratory Tract Diseases	73	C3203102	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases ; Musculoskeletal Diseases ; Skin and Connective Tissue Diseases	72	C3495559	ALL
C0030567	Parkinson Disease	disease	Neoplasms	72	C0085648	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Endocrine System Diseases ; Nervous System Diseases ; Nutritional and Metabolic Diseases	72	C0162309	ALL
C0030567	Parkinson Disease	disease	null	72	C1857276	ALL
C0030567	Parkinson Disease	disease	null	72	C0349204	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Respiratory Tract Diseases	72	C0006287	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Skin and Connective Tissue Diseases	72	C1258666	ALL
C0030567	Parkinson Disease	disease	Eye Diseases ; Immune System Diseases ; Musculoskeletal Diseases ; Skin and Connective Tissue Diseases ; Stomatognathic Diseases	72	C1527336	ALL
C0030567	Parkinson Disease	phenotype	null	72	C0598935	ALL
C0030567	Parkinson Disease	disease	null	71	C0729233	ALL
C0030567	Parkinson Disease	disease	null	71	C2145472	ALL
C0030567	Parkinson Disease	group	Nervous System Diseases	71	C0026650	ALL
C0030567	Parkinson Disease	disease	Neoplasms	71	C1368683	ALL
C0030567	Parkinson Disease	disease	null	71	C0338106	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nutritional and Metabolic Diseases	71	C0392514	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	71	C0007194	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases	71	C0020473	ALL
C0030567	Parkinson Disease	disease	Neoplasms	70	C0007124	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	70	C0016059	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	70	C0022660	ALL
C0030567	Parkinson Disease	phenotype	null	70	C1864897	ALL
C0030567	Parkinson Disease	phenotype	null	70	C4020875	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Pathological Conditions, Signs and Symptoms	70	C0035126	ALL
C0030567	Parkinson Disease	group	Digestive System Diseases ; Neoplasms	69	C0238198	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Hemic and Lymphatic Diseases	69	C0002895	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	69	C0008312	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	69	C0014556	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases	69	C0018133	ALL
C0030567	Parkinson Disease	group	Immune System Diseases ; Virus Diseases	68	C0001175	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Eye Diseases ; Skin and Connective Tissue Diseases ; Stomatognathic Diseases	68	C0004943	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	68	C0017152	ALL
C0030567	Parkinson Disease	phenotype	Nutritional and Metabolic Diseases	68	C0021655	ALL
C0030567	Parkinson Disease	phenotype	null	68	C2911647	ALL
C0030567	Parkinson Disease	phenotype	null	68	C0349588	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Neoplasms	67	C0008497	ALL
C0030567	Parkinson Disease	group	Virus Diseases	67	C0149678	ALL
C0030567	Parkinson Disease	disease	Neoplasms	67	C0206624	ALL
C0030567	Parkinson Disease	phenotype	Neoplasms ; Pathological Conditions, Signs and Symptoms	67	C0027643	ALL
C0030567	Parkinson Disease	group	Nervous System Diseases	67	C0085584	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Respiratory Tract Diseases	66	C0041327	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Nervous System Diseases ; Nutritional and Metabolic Diseases	66	C0338451	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases ; Skin and Connective Tissue Diseases	66	C0003872	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Pathological Conditions, Signs and Symptoms	66	C0004238	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Neoplasms	66	C0007113	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Virus Diseases	66	C0019159	ALL
C0030567	Parkinson Disease	phenotype	Female Urogenital Diseases and Pregnancy Complications	66	C0022876	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Substance-Related Disorders	66	C4277682	ALL
C0030567	Parkinson Disease	phenotype	Musculoskeletal Diseases ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	65	C0151786	ALL
C0030567	Parkinson Disease	group	Nutritional and Metabolic Diseases	65	C0242339	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	65	C0035078	ALL
C0030567	Parkinson Disease	disease	Pathological Conditions, Signs and Symptoms	65	C0041582	ALL
C0030567	Parkinson Disease	disease	Neoplasms	65	C0008479	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	65	C0013362	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	64	C0006625	ALL
C0030567	Parkinson Disease	group	Skin and Connective Tissue Diseases	64	C0009782	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	64	C0011991	ALL
C0030567	Parkinson Disease	phenotype	Male Urogenital Diseases	64	C0021364	ALL
C0030567	Parkinson Disease	disease	null	64	C0151650	ALL
C0030567	Parkinson Disease	disease	null	64	C0235782	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	64	C0079773	ALL
C0030567	Parkinson Disease	phenotype	null	64	C3539909	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Immune System Diseases ; Male Urogenital Diseases	63	C0017661	ALL
C0030567	Parkinson Disease	phenotype	null	63	C0333516	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	63	C0032584	ALL
C0030567	Parkinson Disease	disease	null	63	C0175697	ALL
C0030567	Parkinson Disease	disease	Behavior and Behavior Mechanisms ; Mental Disorders ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	63	C0917816	ALL
C0030567	Parkinson Disease	disease	null	63	C0936223	ALL
C0030567	Parkinson Disease	group	null	63	C1290884	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	63	C1565489	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Otorhinolaryngologic Diseases ; Pathological Conditions, Signs and Symptoms	62	C1384666	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases ; Otorhinolaryngologic Diseases ; Pathological Conditions, Signs and Symptoms	62	C0018784	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	62	C0020429	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Neoplasms	62	C0685938	ALL
C0030567	Parkinson Disease	disease	null	62	C0151779	ALL
C0030567	Parkinson Disease	group	Neoplasms	62	C0206754	ALL
C0030567	Parkinson Disease	disease	null	62	C0220633	ALL
C0030567	Parkinson Disease	phenotype	Hemic and Lymphatic Diseases	62	C0040034	ALL
C0030567	Parkinson Disease	disease	Virus Diseases	62	C0042214	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Substance-Related Disorders	62	C0085762	ALL
C0030567	Parkinson Disease	phenotype	Behavior and Behavior Mechanisms	61	C0085281	ALL
C0030567	Parkinson Disease	phenotype	Behavior and Behavior Mechanisms	61	C0086132	ALL
C0030567	Parkinson Disease	phenotype	Female Urogenital Diseases and Pregnancy Complications	61	C0000786	ALL
C0030567	Parkinson Disease	phenotype	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Female Urogenital Diseases and Pregnancy Complications ; Pathological Conditions, Signs and Symptoms	61	C0015934	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	61	C0017658	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	61	C0018790	ALL
C0030567	Parkinson Disease	disease	null	61	C1282496	ALL
C0030567	Parkinson Disease	phenotype	null	61	C1843367	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	61	C3241937	ALL
C0030567	Parkinson Disease	disease	null	61	C3469521	ALL
C0030567	Parkinson Disease	phenotype	null	61	C4020876	ALL
C0030567	Parkinson Disease	disease	Neoplasms	61	C0206708	ALL
C0030567	Parkinson Disease	disease	Stomatognathic Diseases	61	C0266929	ALL
C0030567	Parkinson Disease	phenotype	null	61	C0423903	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases ; Respiratory Tract Diseases	61	C0520679	ALL
C0030567	Parkinson Disease	disease	null	60	C0595989	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Neoplasms	60	C0040100	ALL
C0030567	Parkinson Disease	disease	Skin and Connective Tissue Diseases	60	C0011644	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	60	C0019189	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Neoplasms	60	C0153452	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	59	C0206180	ALL
C0030567	Parkinson Disease	disease	null	59	C0238462	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases ; Nutritional and Metabolic Diseases	59	C0029453	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases	59	C0020615	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Nervous System Diseases	58	C0007787	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Otorhinolaryngologic Diseases ; Pathological Conditions, Signs and Symptoms	58	C0011053	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases ; Nervous System Diseases	58	C0026896	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Nervous System Diseases	58	C0037019	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	58	C0038220	ALL
C0030567	Parkinson Disease	disease	Neoplasms	58	C0039101	ALL
C0030567	Parkinson Disease	disease	null	58	C0268398	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases	57	C0677607	ALL
C0030567	Parkinson Disease	disease	null	57	C1336076	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Nervous System Diseases	57	C0027404	ALL
C0030567	Parkinson Disease	phenotype	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	57	C0041956	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	56	C0026847	ALL
C0030567	Parkinson Disease	phenotype	Neoplasms ; Pathological Conditions, Signs and Symptoms	56	C0027626	ALL
C0030567	Parkinson Disease	group	Female Urogenital Diseases and Pregnancy Complications	56	C0032962	ALL
C0030567	Parkinson Disease	disease	Parasitic Diseases	56	C0041234	ALL
C0030567	Parkinson Disease	disease	null	56	C0149782	ALL
C0030567	Parkinson Disease	disease	null	56	C0220620	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Skin and Connective Tissue Diseases	56	C1134719	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases ; Stomatognathic Diseases	56	C0008925	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	56	C0014038	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	56	C0017168	ALL
C0030567	Parkinson Disease	phenotype	null	56	C0018772	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Endocrine System Diseases ; Neoplasms	56	C0021670	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications	55	C0013537	ALL
C0030567	Parkinson Disease	phenotype	Female Urogenital Diseases and Pregnancy Complications	55	C0015944	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Immune System Diseases ; Male Urogenital Diseases ; Skin and Connective Tissue Diseases	55	C0024143	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases	55	C0038013	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Female Urogenital Diseases and Pregnancy Complications	55	C0085215	ALL
C0030567	Parkinson Disease	disease	null	55	C0553665	ALL
C0030567	Parkinson Disease	phenotype	null	55	C0677932	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Nervous System Diseases ; Nutritional and Metabolic Diseases	55	C0751072	ALL
C0030567	Parkinson Disease	group	null	55	C0341439	ALL
C0030567	Parkinson Disease	disease	null	55	C3539781	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Pathological Conditions, Signs and Symptoms	54	C0002793	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Neoplasms ; Pathological Conditions, Signs and Symptoms	54	C0005699	ALL
C0030567	Parkinson Disease	disease	null	54	C0007112	ALL
C0030567	Parkinson Disease	disease	Neoplasms	54	C0007133	ALL
C0030567	Parkinson Disease	disease	Skin and Connective Tissue Diseases	54	C0011603	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Musculoskeletal Diseases ; Nervous System Diseases	54	C0013264	ALL
C0030567	Parkinson Disease	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Female Urogenital Diseases and Pregnancy Complications	54	C0015929	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases	54	C0020676	ALL
C0030567	Parkinson Disease	disease	Pathological Conditions, Signs and Symptoms ; Skin and Connective Tissue Diseases	54	C0022548	ALL
C0030567	Parkinson Disease	phenotype	Animal Diseases ; Neoplasms	54	C0024667	ALL
C0030567	Parkinson Disease	group	Musculoskeletal Diseases	54	C0026857	ALL
C0030567	Parkinson Disease	group	Bacterial Infections and Mycoses	54	C0026946	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Substance-Related Disorders	53	C0023891	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	53	C0038525	ALL
C0030567	Parkinson Disease	disease	Respiratory Tract Diseases	53	C0085129	ALL
